,age,balance,day,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,marital_married,marital_single,marital_nan,education_secondary,education_tertiary,education_nan,contact_telephone,contact_nan,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,month_nan,poutcome_other,poutcome_success,poutcome_nan,subscribed_yes,subscribed_nan,default_yes,housing_yes,loan_yes,TotalContacts
386,0.3,0.0015269738489022203,5,-0.017167381974248927,1,1.1802339094128025,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
387,0.54,0.0022524536441837564,5,-0.648068669527897,7,1.0749634725496366,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3871273474237826
388,0.41,0.0010001649430869395,5,0.5364806866952789,1,1.1802339094128025,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
389,0.33,0.004628760158729706,5,-0.1459227467811159,1,1.2044790955397628,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
390,0.35,0.0022588102244349155,5,-0.04721030042918455,1,1.2061886072495491,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.29017895265036814
391,0.42,0.0009650317099688164,5,-0.6652360515021459,3,1.2146926022023472,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
392,0.39,0.0019202733480607845,5,-0.3218884120171674,2,1.1889605393943852,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
393,0.47,0.0024320461313866795,5,-0.45493562231759654,4,1.2180740539523776,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0997227829521368
394,0.34,0.0013632325046859669,5,-0.575107296137339,1,1.0229998384875478,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5128236264286637
395,0.4,0.0011434128895036278,5,-0.7081545064377682,1,1.1889605393943852,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.29017895265036814
396,0.33,0.0016039241935739436,5,-0.7510729613733905,1,1.2180740539523776,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
397,0.57,0.0016278541607757581,5,-0.8369098712446352,1,1.1802339094128025,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6948124598790065
398,0.54,0.0025735883011290517,5,0.12875536480686695,1,1.0749634725496366,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
399,0.32,0.002308976491144672,5,-0.6866952789699571,1,1.0999665780514798,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
400,0.32,0.0014485130483996148,5,0.1759656652360515,1,1.0209462915482634,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
401,0.31,0.0017126837190125773,5,-0.7639484978540773,1,1.2078952015157443,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
402,0.29,0.0015763315757060707,5,-0.703862660944206,1,1.2163847573536737,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5128236264286637
403,0.4,0.0015776860695306974,5,-0.630901287553648,1,1.2163847573536737,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
404,0.58,0.002287899541346346,5,-0.5450643776824035,4,1.2163847573536737,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
405,0.55,0.002357963113728813,5,0.8969957081545065,1,1.2044790955397628,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
406,0.42,0.0015421798209437536,5,-0.12017167381974249,1,1.2180740539523776,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
407,0.34,0.0013131057782465158,5,-0.5493562231759657,4,1.033204789666505,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0997227829521368
408,0.45,0.001886107046008423,5,1.6351931330472103,4,1.1767218220395468,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9820784724121582
409,0.3,0.001372965345900903,5,1.2532188841201717,2,1.0749634725496366,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5128236264286637
410,0.32,0.0025907276737270903,5,0.45493562231759654,2,1.1924299793079416,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
411,0.58,0.0013131057782465158,5,6.8111587982832615,1,1.0923396850137246,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
412,0.27,0.0014077787427909,5,-0.38197424892703863,2,1.1131752518224052,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9820784724121582
413,0.48,0.0016172525396008568,5,-0.3562231759656652,2,1.0372577880965754,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6948124598790065
414,0.42,0.0032867478315189293,5,-0.5965665236051502,1,1.0788510299884195,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
415,0.46,0.001430426434449965,5,-0.4978540772532189,2,1.1280602860507476,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
416,0.37,0.0013848821421813373,5,0.7682403433476395,2,1.2129975788077667,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
417,0.44,0.0022064050168863454,5,-0.6695278969957081,7,0.8188870641067835,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.079858121565052
418,0.33,0.001584445360554757,5,-0.09871244635193133,2,1.2197605016400626,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
419,0.31,0.0015641013388326334,5,0.07725321888412018,3,1.1924299793079416,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
420,0.37,0.0017640774452124123,5,-0.4678111587982833,2,1.1889605393943852,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
421,0.37,0.0013291863967728656,5,-0.630901287553648,2,1.1784794075700968,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
422,0.4,0.0025234585761743224,5,-0.27896995708154504,5,1.1390804402795085,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
423,0.43,0.0019797254865448243,5,-0.3133047210300429,3,1.2197605016400626,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
424,0.43,0.0015830952556313597,5,-0.18454935622317598,2,1.0807891559433633,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9820784724121582
425,0.33,0.001405573908176991,5,0.15879828326180256,3,1.1056488150890538,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0997227829521368
426,0.37,0.0013967311611523259,5,-0.7553648068669528,2,1.2129975788077667,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
427,0.32,0.0014311529218385315,5,2.111587982832618,4,1.1802339094128025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
428,0.33,0.001783794574819644,6,-0.24892703862660945,2,1.2146926022023472,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
429,0.3,0.0017547704082188497,6,-0.48068669527896996,4,1.1075357416106617,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9820784724121582
430,0.29,0.0014948163161080596,6,-0.13733905579399142,2,1.109419114345254,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5128236264286637
431,0.52,0.00345668407698432,6,0.6223175965665236,6,1.1075357416106617,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7351891177396608
432,0.3,0.001535972604730639,6,-0.6266094420600858,6,1.1854790205482257,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9928846068702606
433,0.35,0.001746670539975054,6,0.26609442060085836,6,1.2180740539523776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2049723046590195
434,0.49,0.0016677850441286551,6,0.31759656652360513,4,1.082723532831083,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
435,0.44,0.0015387336509747574,6,-0.15450643776824036,1,1.1802339094128025,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
436,0.43,0.0016521657305617148,6,-0.2918454935622318,1,1.1819853383693892,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
437,0.31,0.002374655167289781,6,-0.4291845493562232,1,1.2163847573536737,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
438,0.41,0.0015497413885868817,6,-0.3133047210300429,1,1.0473189942805592,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
439,0.31,0.0015884904336336803,6,-0.5021459227467812,1,1.109419114345254,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.29017895265036814
440,0.38,0.0014041027210208717,6,-0.2918454935622318,1,1.1056488150890538,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5128236264286637
441,0.4,0.0039052840031960356,6,0.26180257510729615,1,1.1784794075700968,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
442,0.35,0.001893683490104854,6,-0.5107296137339056,1,1.166110939274888,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
443,0.37,0.0011080896202288928,6,-0.49356223175965663,3,1.1819853383693892,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8487254123783889
444,0.58,0.0016285149742267903,6,-0.8369098712446352,2,1.0904238379828124,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
445,0.37,0.001369227324505828,6,-0.4978540772532189,1,1.2180740539523776,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29017895265036814
446,0.6,0.002044033039187535,6,-0.7253218884120172,2,1.0961604027021552,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6948124598790065
447,0.36,0.0016112653337226105,6,-0.9484978540772532,10,1.0961604027021552,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.610104356977261
448,0.46,0.0018027192256598369,6,-0.6695278969957081,2,1.2061886072495491,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
449,0.4,0.0017535263225649028,6,-0.721030042918455,3,1.1819853383693892,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8487254123783889
450,0.57,0.000948614354917519,6,-0.630901287553648,5,1.2146926022023472,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0997227829521368
451,0.34,0.0015641013388326334,6,-0.351931330472103,2,1.0769091404056934,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2049723046590195
452,0.45,0.0018376714605935934,6,-0.017167381974248927,4,1.1802339094128025,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
453,0.47,0.00125068334400124,6,-0.36909871244635195,3,1.2095988882791728,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
454,0.54,0.0016755510059415612,6,-0.51931330472103,2,1.1463603140934728,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
455,0.35,0.0014492332571175096,6,-0.9613733905579399,7,1.1150480430620127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2049723046590195
456,0.38,0.0019202733480607845,6,1.2103004291845494,3,1.1056488150890538,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2049723046590195
457,0.38,0.0017101439819773108,6,-0.5622317596566524,2,1.1784794075700968,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
458,0.49,0.001096180840112573,6,-0.8326180257510729,2,1.0942518685922868,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0997227829521368
459,0.35,0.003930384230933278,6,-0.41630901287553645,8,1.2146926022023472,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7351891177396608
460,0.27,0.001436231252486228,6,3.9656652360515023,2,1.0671427224691847,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
461,0.42,0.0018334840709273255,6,-0.21030042918454936,2,1.1678872569922174,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
462,0.33,0.0015661447041081904,6,-0.3776824034334764,7,1.1335855435632163,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.541159071680806
463,0.55,0.001676842523091909,6,-0.8111587982832618,3,1.1976116736534062,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0997227829521368
464,0.58,0.001284467698260724,6,-0.36909871244635195,2,1.0923396850137246,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2049723046590195
465,0.33,0.0013207786974941548,6,-0.7081545064377682,2,1.2163847573536737,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
466,0.32,0.001166633334385695,6,-0.4592274678111588,2,1.0769091404056934,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
467,0.46,0.0014048384444624274,6,3.48068669527897,2,0.5972912027622372,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3001916620664788
468,0.33,0.005544354725936756,6,-0.1759656652360515,5,1.190696763977073,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
469,0.4,0.0016337939496365835,6,0.5150214592274678,3,1.1958874238135404,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
470,0.37,0.0017844077383160214,9,-0.33476394849785407,2,1.224802846924528,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
471,0.5,0.0018866908286246748,9,-0.7725321888412017,5,1.0749634725496366,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.541159071680806
472,0.38,0.0016488969151162674,9,-0.3605150214592275,3,1.1225043303739055,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6948124598790065
473,0.33,0.0015641013388326334,9,-0.9828326180257511,7,1.0691036515971832,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9928846068702606
474,0.3,0.0014919964084863127,9,-0.44206008583690987,2,1.1075357416106617,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6948124598790065
475,0.56,0.0013131057782465158,9,-0.41630901287553645,5,1.201051279770421,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3001916620664788
476,0.43,0.0014107148971971369,9,-0.38626609442060084,3,1.1854790205482257,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
477,0.27,0.0016909966187972163,9,0.13733905579399142,5,1.1784794075700968,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0997227829521368
478,0.33,0.0013131057782465158,9,-0.2575107296137339,2,1.1958874238135404,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6948124598790065
479,0.3,0.0031301809394569434,9,-0.6909871244635193,4,1.1889605393943852,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
480,0.32,0.001572941483355025,9,-0.26180257510729615,3,1.190696763977073,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0997227829521368
481,0.39,0.0013284234610364866,9,1.9313304721030042,5,1.224802846924528,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9820784724121582
482,0.46,0.0017050552006116183,9,-0.6523605150214592,4,1.1854790205482257,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.467106003856304
483,0.48,0.001425333916921897,9,-0.2918454935622318,2,1.0885043134353685,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3001916620664788
484,0.54,0.002485272449826413,9,-0.36909871244635195,7,1.0710607430064039,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.610104356977261
485,0.35,0.0012347810514210364,9,-0.9570815450643777,7,1.2129975788077667,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.792314870519755
486,0.58,0.0013451438439940927,9,-0.6008583690987125,6,1.1993329555724646,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3001916620664788
487,0.48,0.0017813401145856556,9,-0.3948497854077253,5,1.0999665780514798,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.846352867832228
488,0.46,0.001786858589239914,9,0.6523605150214592,3,1.1872212950922247,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8487254123783889
489,0.54,0.002827014355001051,9,-0.927038626609442,2,1.1854790205482257,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
490,0.28,0.0015898370478615973,9,-0.6738197424892703,4,1.0691036515971832,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.467106003856304
491,0.37,0.0015702254319781036,9,-0.871244635193133,2,1.1131752518224052,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5128236264286637
492,0.36,0.0013878507208771556,10,-0.6437768240343348,1,0.8313883989016754,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.29017895265036814
493,0.37,0.001495520697025934,10,-0.6824034334763949,1,1.224802846924528,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5128236264286637
